Name,minLevel,maxLevel,Times,LocationTypes,Biome,AntiBiome,Rarity
Crobat,40,50,MIDNIGHT,Air,"minecraft:forest, minecraft:flower_forest, minecraft:birch_forest, minecraft:old_growth_birch_forest, minecraft:dark_forest, minecraft:grove, minecraft:taiga, minecraft:old_growth_pine_taiga, minecraft:old_growth_spruce_taiga, biomesoplenty:coniferous_forest, biomesoplenty:forested_field, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:redwood_forest, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:aspen_boreal, biomeswevegone:black_forest, biomeswevegone:cika_woods, biomeswevegone:coniferous_forest, biomeswevegone:dacite_ridges, biomeswevegone:ebony_woods, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:redwood_thicket, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:birch_taiga, terralith:cloud_forest, terralith:lush_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:shield, terralith:shield_clearing, terralith:siberian_taiga, terralith:skylands_autumn, terralith:skylands_spring, terralith:temperate_highlands, terralith:yellowstone, terralith:yosemite_lowlands, minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, biomesoplenty:bog, biomesoplenty:dead_forest, biomesoplenty:old_growth_dead_forest, biomesoplenty:ominous_woods, biomesoplenty:wasteland, biomesoplenty:wasteland_steppe, biomeswevegone:pale_bog, biomeswevegone:weeping_witch_forest, terralith:rocky_shrubland, terralith:warped_mesa",NONE,0.5
Crobat,40,50,ANY,Underground,ANY,NONE,0.1
Crobat,40,50,MIDNIGHT,Grass,"minecraft:forest, minecraft:flower_forest, minecraft:birch_forest, minecraft:old_growth_birch_forest, minecraft:dark_forest, minecraft:grove, minecraft:taiga, minecraft:old_growth_pine_taiga, minecraft:old_growth_spruce_taiga, biomesoplenty:coniferous_forest, biomesoplenty:forested_field, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:redwood_forest, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:aspen_boreal, biomeswevegone:black_forest, biomeswevegone:cika_woods, biomeswevegone:coniferous_forest, biomeswevegone:dacite_ridges, biomeswevegone:ebony_woods, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:redwood_thicket, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:birch_taiga, terralith:cloud_forest, terralith:lush_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:shield, terralith:shield_clearing, terralith:siberian_taiga, terralith:skylands_autumn, terralith:skylands_spring, terralith:temperate_highlands, terralith:yellowstone, terralith:yosemite_lowlands, minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:jagged_peaks, minecraft:stony_peaks, minecraft:snowy_slopes, minecraft:windswept_hills, minecraft:windswept_gravelly_hills, biomesoplenty:crag, biomesoplenty:highland, biomesoplenty:jade_cliffs, biomeswevegone:howling_peaks, terralith:alpine_highlands, terralith:caldera, terralith:granite_cliffs, terralith:haze_mountain, terralith:highlands, terralith:rocky_mountains, terralith:scarlet_mountains, terralith:stony_spires, terralith:windswept_spires, terralith:yosemite_cliffs, minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest, biomesoplenty:bog, biomesoplenty:dead_forest, biomesoplenty:old_growth_dead_forest, biomesoplenty:ominous_woods, biomesoplenty:wasteland, biomesoplenty:wasteland_steppe, biomeswevegone:pale_bog, biomeswevegone:weeping_witch_forest, terralith:rocky_shrubland, terralith:warped_mesa, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle",NONE,0.5
Crobat palette:strike,40,50,MIDNIGHT,Air,pixelmon:ultra_plant,NONE,0.5
Crocalor,16,36,NIGHT,Land,"minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa, biomesoplenty:volcanic_plains, biomesoplenty:volcano, terralith:ashen_savanna, terralith:basalt_cliffs, terralith:volcanic_crater, terralith:volcanic_peaks",NONE,1.0
Croconaw,18,30,NIGHT,Land,"minecraft:river, terralith:warm_river, terralith:desert_oasis, terralith:red_oasis",NONE,1.0
Croconaw,18,30,NIGHT,Grass,"minecraft:river, terralith:desert_oasis, terralith:red_oasis",NONE,1.0
Croconaw,30,45,ANY,Super Rod,"terralith:desert_oasis, terralith:red_oasis, minecraft:river, terralith:warm_river",NONE,20.0
Croconaw,20,30,ANY,Good Rod,"terralith:desert_oasis, terralith:red_oasis, minecraft:river, terralith:warm_river",NONE,0.3
Crustle,35,50,"DAWN, DAY, DUSK","Land, Rock Smash","minecraft:beach, minecraft:snowy_beach, minecraft:stony_shore, biomesoplenty:dune_beach, biomesoplenty:gravel_beach, biomeswevegone:basalt_barrera, biomeswevegone:dacite_shore, biomeswevegone:rainbow_beach, terralith:basalt_cliffs, terralith:gravel_beach, biox:himalayan_shore, mysticsbiomes:lagoon",NONE,6.0
Crustle,19,33,ANY,Rock Smash,"minecraft:beach, minecraft:snowy_beach, minecraft:stony_shore, biomesoplenty:dune_beach, biomesoplenty:gravel_beach, biomeswevegone:basalt_barrera, biomeswevegone:dacite_shore, biomeswevegone:rainbow_beach, terralith:basalt_cliffs, terralith:gravel_beach, biox:himalayan_shore, mysticsbiomes:lagoon",NONE,6.0
Crustle,35,50,"DAWN, DAY, DUSK",Grass,"minecraft:stony_shore, byg:basalt_barrera, byg:rocky_beach",NONE,6.0
Cryogonal,10,30,MORNING,Land,"minecraft:jagged_peaks, minecraft:stony_peaks, minecraft:snowy_slopes, minecraft:windswept_hills, minecraft:windswept_gravelly_hills, biomesoplenty:crag, biomesoplenty:highland, biomesoplenty:jade_cliffs, biomeswevegone:howling_peaks, terralith:alpine_highlands, terralith:caldera, terralith:granite_cliffs, terralith:haze_mountain, terralith:highlands, terralith:rocky_mountains, terralith:scarlet_mountains, terralith:stony_spires, terralith:windswept_spires, terralith:yosemite_cliffs",NONE,6.0
Cryogonal,10,30,MORNING,Grass,"minecraft:jagged_peaks, minecraft:stony_peaks, minecraft:snowy_slopes, minecraft:windswept_hills, minecraft:windswept_gravelly_hills, biomesoplenty:crag, biomesoplenty:highland, biomesoplenty:jade_cliffs, biomeswevegone:howling_peaks, terralith:alpine_highlands, terralith:caldera, terralith:granite_cliffs, terralith:haze_mountain, terralith:highlands, terralith:rocky_mountains, terralith:scarlet_mountains, terralith:stony_spires, terralith:windswept_spires, terralith:yosemite_cliffs",NONE,6.0
Cryogonal,10,30,MORNING,Grass,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,8.0
Cryogonal,10,30,MORNING,Land,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,8.0
Cryogonal,10,30,ANY,Curry,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,1.0
Cubchoo,22,37,ANY,"Land, Sweet Scent","minecraft:frozen_river, minecraft:frozen_ocean, minecraft:snowy_beach, minecraft:snowy_plains, minecraft:ice_spikes, biomesoplenty:tundra, biomeswevegone:crimson_tundra, biomeswevegone:shattered_glacier",NONE,250.0
Cubchoo,5,16,ANY,Sweet Scent,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands, biomesoplenty:tundra",NONE,100.0
Cubchoo,22,37,ANY,Grass,"minecraft:frozen_river, minecraft:frozen_ocean, minecraft:snowy_beach, minecraft:snowy_plains, minecraft:ice_spikes, biomesoplenty:tundra, byg:frozen_lake, byg:shattered_glacier",NONE,250.0
Cubchoo,22,37,ANY,Curry,"minecraft:frozen_river, minecraft:frozen_ocean, minecraft:snowy_beach, minecraft:snowy_plains, minecraft:ice_spikes, biomesoplenty:tundra",NONE,150.0
Cubone,10,28,"DUSK, NIGHT",Grass,"minecraft:desert, biomesoplenty:dryland, biomesoplenty:lush_desert, biomeswevegone:mojave_desert, biomeswevegone:rugged_badlands, biomeswevegone:windswept_desert, terralith:ancient_sands, terralith:desert_canyon, terralith:desert_oasis, terralith:desert_spires, terralith:lush_desert, terralith:red_oasis, terralith:sandstone_valley, minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,130.0
Cubone,10,28,DAY,Land,ANY,NONE,130.0
Cubone,10,28,"DUSK, NIGHT",Land,"minecraft:desert, biomesoplenty:dryland, biomesoplenty:lush_desert, biomeswevegone:mojave_desert, biomeswevegone:rugged_badlands, biomeswevegone:windswept_desert, terralith:ancient_sands, terralith:desert_canyon, terralith:desert_oasis, terralith:desert_spires, terralith:lush_desert, terralith:red_oasis, terralith:sandstone_valley, minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,130.0
Cubone,10,28,ANY,Curry,"minecraft:desert, biomesoplenty:dryland, biomesoplenty:lush_desert, biomeswevegone:mojave_desert, biomeswevegone:rugged_badlands, biomeswevegone:windswept_desert, terralith:ancient_sands, terralith:desert_canyon, terralith:desert_oasis, terralith:desert_spires, terralith:lush_desert, terralith:red_oasis, terralith:sandstone_valley, minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,70.0
Cufant,15,32,"DAWN, DAY",Land,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,130.0
Cufant,15,32,"DAWN, DAY",Grass,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,130.0
Cufant,15,32,ANY,Curry,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,70.0
Cursola,34,50,NIGHT,Super Rod,"minecraft:deep_frozen_ocean, minecraft:deep_cold_ocean, minecraft:deep_ocean, minecraft:deep_lukewarm_ocean, minecraft:frozen_ocean, minecraft:ocean, minecraft:cold_ocean, minecraft:lukewarm_ocean, minecraft:warm_ocean, minecraft:beach, minecraft:snowy_beach, minecraft:stony_shore, biomesoplenty:dune_beach, biomesoplenty:gravel_beach, biomeswevegone:basalt_barrera, biomeswevegone:dacite_shore, biomeswevegone:rainbow_beach, terralith:basalt_cliffs, terralith:gravel_beach, biox:himalayan_shore, mysticsbiomes:lagoon, pixelmon:ultra_desert",NONE,0.5
Cursola,40,55,"DUSK, NIGHT",Seafloor,"minecraft:deep_frozen_ocean, minecraft:deep_cold_ocean, minecraft:deep_ocean, minecraft:deep_lukewarm_ocean, minecraft:frozen_ocean, minecraft:ocean, minecraft:cold_ocean, minecraft:lukewarm_ocean, minecraft:warm_ocean",NONE,1.0
Cursola,40,55,ANY,Seafloor,biomeswevegone:dead_sea,NONE,1.0
Cutiefly,5,24,"DAWN, MORNING",Grass,"minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest",NONE,130.0
Cutiefly,5,24,ANY,Curry,"minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest",NONE,90.0
